dim1,dim2,perc_zeros,nnz,CSR_time,sable_time
50,80,75,1000,492.5,980.0
50,80,80,800,444.5,738.0
50,80,85,600,356.0,716.5
50,80,90,400,323.0,978.0
50,80,95,200,280.0,1066.5
50,80,99,40,209.0,989.0
50,100,0,5000,1473.5,876.5
50,100,20,4000,1312.5,1264.5
50,100,40,3000,930.0,1174.0
50,100,50,2500,815.5,865.0
50,100,75,1250,538.0,861.0
50,100,80,1000,484.0,864.0
50,100,85,750,407.0,1280.5
50,100,90,500,340.0,861.0
50,100,95,250,309.0,867.0
50,100,99,50,220.5,856.0
50,125,0,6250,1890.0,931.0
50,125,20,5000,1588.0,989.0
50,125,40,3750,1226.0,1395.0
50,125,50,3125,987.0,991.0
50,125,75,1562,595.0,994.0
50,125,80,1250,539.0,991.0
50,125,85,937,461.0,1012.0
50,125,90,625,358.0,995.0
50,125,95,312,313.0,989.0
50,125,99,62,229.0,1403.0
50,200,0,10000,2925.0,1322.5
50,200,20,8000,2368.0,1325.0
50,200,40,6000,1856.0,1322.0
50,200,50,5000,1563.0,1786.0
50,200,75,2500,823.5,1341.5
50,200,80,2000,680.0,1778.0
50,200,85,1500,580.0,1325.0
50,200,90,1000,496.0,1288.5
50,200,95,500,333.0,1923.5
50,200,99,100,237.0,1328.0
50,250,0,12500,3461.0,1715.5
50,250,20,10000,2910.0,1567.0
50,250,40,7500,2252.5,2047.0
50,250,50,6250,1921.0,2048.0
50,250,75,3125,1015.5,2050.0
50,250,80,2500,847.0,1553.0
50,250,85,1875,644.0,1556.0
50,250,90,1250,541.0,1559.0
50,250,95,625,358.0,1552.0
50,250,99,125,246.0,1490.0
50,400,0,20000,5581.0,2245.0
50,400,20,16000,4517.0,2673.0
50,400,40,12000,3402.0,2786.0
50,400,50,10000,2859.0,2205.0
50,400,75,5000,1552.0,2118.0
50,400,80,4000,1319.5,2243.5
50,400,85,3000,1029.0,2119.0
50,400,90,2000,687.0,2116.0
50,400,95,1000,499.5,2243.0
50,400,99,200,275.0,2894.5
50,500,0,25000,6232.0,3454.5
50,500,20,20000,5545.0,2435.0
50,500,40,15000,4130.5,2803.5
50,500,50,12500,3562.0,2521.5
50,500,75,6250,1927.5,2520.0
50,500,80,5000,1541.0,3353.0
50,500,85,3750,1251.5,2796.5
50,500,90,2500,864.0,3195.0
50,500,95,1250,532.5,2523.5
50,500,99,250,313.0,2520.5
50,625,0,31250,8262.0,3322.0
50,625,20,25000,6759.0,3307.5
50,625,40,18750,5125.0,3306.0
50,625,50,15625,4355.0,3296.0
50,625,75,7812,2311.0,3300.5
50,625,80,6250,1901.5,3307.0
50,625,85,4687,1459.0,3044.0
50,625,90,3125,1088.5,3384.0
50,625,95,1562,600.0,3309.0
50,625,99,312,321.0,3241.0
50,1000,0,50000,13270.5,4851.0
50,1000,20,40000,10492.5,4829.5
50,1000,40,30000,8054.0,4822.5
50,1000,50,25000,6762.5,4920.0
50,1000,75,12500,3572.0,4565.0
50,1000,80,10000,2888.0,4843.0
50,1000,85,7500,2215.0,4815.5
50,1000,90,5000,1545.0,5109.5
50,1000,95,2500,898.0,4921.5
50,1000,99,500,339.0,4821.0
50,1250,0,62500,15844.5,5912.0
50,1250,20,50000,13007.0,5921.5
50,1250,40,37500,9885.0,5404.5
50,1250,50,31250,8238.0,5410.5
50,1250,75,15625,4341.5,5865.0
50,1250,80,12500,3551.5,5900.5
50,1250,85,9375,2678.0,5907.0
50,1250,90,6250,1892.0,5942.5
50,1250,95,3125,1040.0,5408.5
50,1250,99,625,361.0,5488.0
50,2000,0,100000,26116.0,8428.0
50,2000,20,80000,20573.5,8989.5
50,2000,40,60000,15635.0,9183.5
50,2000,50,50000,12924.0,9012.5
50,2000,75,25000,6912.5,8233.0
50,2000,80,20000,5546.0,9021.0
50,2000,85,15000,4209.0,8229.0
50,2000,90,10000,2885.5,8991.0
50,2000,95,5000,1570.0,9018.0
50,2000,99,1000,489.0,9161.0
50,2500,0,125000,35420.0,11167.5
50,2500,20,100000,25695.0,11130.0
50,2500,40,75000,19439.0,11148.5
50,2500,50,62500,16103.0,11105.5
50,2500,75,31250,8585.5,11150.0
50,2500,80,25000,6938.0,10838.5
50,2500,85,18750,5271.0,11093.5
50,2500,90,12500,3527.5,11110.5
50,2500,95,6250,1925.5,11550.5
50,2500,99,1250,548.5,11165.0
50,5000,0,250000,88156.0,30326.5
50,5000,20,200000,70217.0,32965.5
50,5000,40,150000,51036.5,31910.5
50,5000,50,125000,43570.0,31907.5
50,5000,75,62500,19793.0,33210.0
50,5000,80,50000,14504.5,33195.5
50,5000,85,37500,10861.0,32082.0
50,5000,90,25000,7313.0,33495.0
50,5000,95,12500,3827.0,32638.5
50,5000,99,2500,1134.0,35517.5
80,1,0,80,248.0,46.0
80,1,20,64,239.0,38.0
80,1,40,48,238.0,34.0
80,1,50,40,228.0,40.0
80,1,75,20,223.5,41.0
80,1,80,16,213.0,40.0
80,1,85,12,216.0,37.0
80,1,90,8,212.0,39.0
80,1,95,4,211.0,37.5
80,1,99,0,210.0,39.0
80,2,0,160,278.0,74.0
80,2,20,128,267.5,90.0
80,2,40,96,249.5,73.0
80,2,50,80,243.0,82.0
80,2,75,40,227.0,83.0
80,2,80,32,222.0,90.0
80,2,85,24,231.0,82.0
80,2,90,16,219.0,74.0
80,2,95,8,209.0,70.0
80,2,99,1,213.0,71.0
80,4,0,320,347.0,122.5
80,4,20,256,314.0,112.0
80,4,40,192,286.0,79.0
80,4,50,160,276.0,82.0
80,4,75,80,250.0,112.0
80,4,80,64,240.0,108.0
80,4,85,48,226.0,126.0
80,4,90,32,224.0,182.0
80,4,95,16,213.0,106.0
80,4,99,3,214.0,112.0
80,5,0,400,390.0,132.0
80,5,20,320,335.0,99.0
80,5,40,240,316.0,95.0
80,5,50,200,291.0,133.0
80,5,75,100,251.0,136.0
80,5,80,80,250.0,95.5
80,5,85,60,235.5,95.0
80,5,90,40,232.0,96.0
80,5,95,20,232.0,135.0
80,5,99,4,208.0,138.0
80,8,0,640,362.0,149.0
80,8,20,512,382.0,143.5
80,8,40,384,365.0,145.5
80,8,50,320,343.0,146.0
80,8,75,160,281.0,147.0
80,8,80,128,261.0,223.0
80,8,85,96,255.0,194.0
80,8,90,64,236.0,144.0
80,8,95,32,221.5,143.5
80,8,99,6,211.0,199.0
80,10,0,800,536.0,237.0
80,10,20,640,436.5,171.5
80,10,40,480,389.0,176.0
80,10,50,400,393.0,174.0
80,10,75,200,296.0,237.0
80,10,80,160,286.0,174.0
80,10,85,120,267.5,261.5
80,10,90,80,244.0,172.0
80,10,95,40,232.5,248.0
80,10,99,8,223.0,252.0
80,16,0,1280,525.0,397.0
80,16,20,1024,528.0,269.0
80,16,40,768,506.0,268.0
80,16,50,640,451.0,361.0
80,16,75,320,339.0,384.0
80,16,80,256,324.0,368.0
80,16,85,192,299.0,364.5
80,16,90,128,261.0,351.5
80,16,95,64,240.0,262.0
80,16,99,12,212.0,364.0
80,20,0,1600,635.0,441.0
80,20,20,1280,581.5,444.0
80,20,40,960,530.0,483.5
80,20,50,800,506.5,353.0
80,20,75,400,394.0,353.0
80,20,80,320,340.0,352.0
80,20,85,240,317.0,440.0
80,20,90,160,282.0,351.0
80,20,95,80,247.0,348.5
80,20,99,16,214.5,454.0
80,25,0,2000,845.0,517.0
80,25,20,1600,643.0,418.0
80,25,40,1200,567.0,551.0
80,25,50,1000,541.0,416.5
80,25,75,500,405.0,414.0
80,25,80,400,397.0,411.0
80,25,85,300,335.0,555.0
80,25,90,200,298.0,414.0
80,25,95,100,253.0,455.5
80,25,99,20,219.0,416.0
80,40,0,3200,933.0,622.0
80,40,20,2560,876.0,817.0
80,40,40,1920,711.5,811.0
80,40,50,1600,637.5,852.0
80,40,75,800,512.0,627.0
80,40,80,640,457.0,815.0
80,40,85,480,401.0,817.0
80,40,90,320,344.0,786.0
80,40,95,160,277.0,635.0
80,40,99,32,225.0,882.0
80,50,0,4000,1349.5,759.0
80,50,20,3200,1037.0,760.5
80,50,40,2400,853.0,760.5
80,50,50,2000,734.0,758.5
80,50,75,1000,536.0,759.0
80,50,80,800,508.0,1020.0
80,50,85,600,444.0,766.5
80,50,90,400,387.0,974.0
80,50,95,200,298.0,1017.5
80,50,99,40,224.0,986.0
80,80,0,6400,1980.0,1048.0
80,80,20,5120,1697.5,1039.0
80,80,40,3840,1302.5,1051.0
80,80,50,3200,1081.0,1337.5
80,80,75,1600,647.0,1286.0
80,80,80,1280,595.0,1146.0
80,80,85,960,533.0,981.0
80,80,90,640,456.0,1387.0
80,80,95,320,337.5,1395.0
80,80,99,64,242.0,1394.0
80,100,0,8000,2376.0,1397.0
80,100,20,6400,1958.0,1136.0
80,100,40,4800,1571.5,1148.0
80,100,50,4000,1379.0,1144.0
80,100,75,2000,733.0,1452.0
80,100,80,1600,642.5,1147.0
80,100,85,1200,571.0,1134.0
80,100,90,800,507.5,1132.0
80,100,95,400,387.0,1456.0
80,100,99,80,248.0,1510.0
80,125,0,10000,2899.0,1787.0
80,125,20,8000,2333.5,1731.5
80,125,40,6000,1850.0,1328.0
80,125,50,5000,1794.0,1711.0
80,125,75,2500,887.0,1494.5
80,125,80,2000,732.0,1840.0
80,125,85,1500,615.5,1326.0
80,125,90,1000,542.0,1334.5
80,125,95,500,403.0,1718.0
80,125,99,100,254.5,1782.0
80,200,0,16000,3503.0,2445.0
80,200,20,12800,3646.5,1848.0
80,200,40,9600,2801.0,2456.0
80,200,50,8000,2416.0,2349.5
80,200,75,4000,1372.0,2355.0
80,200,80,3200,1070.0,2446.0
80,200,85,2400,839.5,2422.5
80,200,90,1600,632.5,1850.0
80,200,95,800,504.0,2348.0
80,200,99,160,279.0,2447.0
80,250,0,20000,5381.5,2198.0
80,250,20,16000,4466.0,2671.5
80,250,40,12000,3486.0,2672.0
80,250,50,10000,2962.0,2677.0
80,250,75,5000,1587.5,2215.5
80,250,80,4000,1400.5,2678.5
80,250,85,3000,1039.5,2439.0
80,250,90,2000,724.0,2194.5
80,250,95,1000,536.0,2190.0
80,250,99,200,301.0,2674.0
80,400,0,32000,8801.5,3245.0
80,400,20,25600,6996.0,3779.0
80,400,40,19200,5378.0,3231.0
80,400,50,16000,4501.0,3229.5
80,400,75,8000,2413.0,3234.5
80,400,80,6400,2001.5,3234.0
80,400,85,4800,1566.5,3233.0
80,400,90,3200,1121.0,3233.5
80,400,95,1600,645.0,3774.0
80,400,99,320,343.0,3914.0
80,500,0,40000,9600.5,4919.5
80,500,20,32000,8540.0,4551.0
80,500,40,24000,6620.0,4566.5
80,500,50,20000,5543.0,3926.0
80,500,75,10000,2922.0,4008.0
80,500,80,8000,2393.5,4566.5
80,500,85,6000,1841.0,4568.5
80,500,90,4000,1386.5,4147.5
80,500,95,2000,736.5,3925.0
80,500,99,400,390.0,4577.5
80,625,0,50000,13054.5,4882.0
80,625,20,40000,10550.5,5061.0
80,625,40,30000,8166.0,4881.0
80,625,50,25000,6636.5,4811.0
80,625,75,12500,3567.5,4801.0
80,625,80,10000,2914.0,4806.0
80,625,85,7500,2195.0,4904.5
80,625,90,5000,1642.0,4791.0
80,625,95,2500,933.0,4792.0
80,625,99,500,405.5,4887.5
80,1000,0,80000,19502.5,7504.5
80,1000,20,64000,16657.5,7405.5
80,1000,40,48000,12677.0,7705.5
80,1000,50,40000,10366.5,7263.0
80,1000,75,20000,5503.5,7396.0
80,1000,80,16000,4513.0,7391.0
80,1000,85,12000,3484.5,7243.5
80,1000,90,8000,2382.0,7488.5
80,1000,95,4000,1345.5,7518.5
80,1000,99,800,507.0,7232.5
80,1250,0,100000,25306.0,8913.0
80,1250,20,80000,20587.0,8898.5
80,1250,40,60000,15596.0,8722.5
80,1250,50,50000,13167.5,8906.0
80,1250,75,25000,6916.0,8942.5
80,1250,80,20000,5602.0,8922.5
80,1250,85,15000,4289.5,8874.0
80,1250,90,10000,2954.0,8931.0
80,1250,95,5000,1603.0,8923.0
80,1250,99,1000,556.0,8911.0
80,2000,0,160000,46814.0,14708.0
80,2000,20,128000,34697.5,13994.0
80,2000,40,96000,24695.5,16259.5
80,2000,50,80000,20786.0,15427.5
80,2000,75,40000,10655.0,13955.0
80,2000,80,32000,8762.0,14543.0
80,2000,85,24000,6435.5,13943.5
80,2000,90,16000,4516.0,14545.0
80,2000,95,8000,2417.0,13967.5
80,2000,99,1600,665.0,14317.0
80,2500,0,200000,60927.0,19787.5
80,2500,20,160000,46116.5,18846.0
80,2500,40,120000,31253.5,21572.5
80,2500,50,100000,25508.5,19277.0
80,2500,75,50000,13151.5,20452.0
80,2500,80,40000,10573.5,21570.0
80,2500,85,30000,8189.5,19827.5
80,2500,90,20000,5575.0,19648.5
80,2500,95,10000,2903.0,19048.5
80,2500,99,2000,870.5,19824.0
80,5000,0,400000,145521.0,87586.5
80,5000,20,320000,120905.5,89187.0
80,5000,40,240000,91745.0,87341.5
80,5000,50,200000,73369.5,87400.0
80,5000,75,100000,32127.5,88502.5
80,5000,80,80000,22776.5,88965.0
80,5000,85,60000,17257.0,87935.5
80,5000,90,40000,11493.0,88721.5
80,5000,95,20000,6023.0,88705.0
80,5000,99,4000,1463.5,87280.5
100,1,0,100,264.0,44.0
100,1,20,80,255.0,45.0
100,1,40,60,248.0,42.0
100,1,50,50,241.0,44.0
100,1,75,25,230.0,43.0
100,1,80,20,223.0,43.5
100,1,85,15,224.0,46.0
100,1,90,10,225.0,42.0
100,1,95,5,228.5,42.0
100,1,99,1,222.5,41.0
100,2,0,200,316.0,72.0
100,2,20,160,289.0,227.0
100,2,40,120,271.0,59.0
100,2,50,100,265.0,86.0
100,2,75,50,240.5,85.0
100,2,80,40,236.0,88.5
100,2,85,30,229.0,62.0
100,2,90,20,230.5,77.0
100,2,95,10,226.0,81.0
100,2,99,2,228.0,77.0
100,4,0,400,388.5,123.0
100,4,20,320,348.0,180.0
100,4,40,240,323.0,170.0
100,4,50,200,309.5,125.0
100,4,75,100,265.0,91.0
100,4,80,80,251.0,240.0
100,4,85,60,248.0,127.5
100,4,90,40,236.0,135.0
100,4,95,20,225.0,192.0
100,4,99,4,219.0,95.5
100,5,0,500,444.0,113.0
100,5,20,400,377.0,170.0
100,5,40,300,342.0,113.0
100,5,50,250,325.0,113.0
100,5,75,125,273.0,188.0
100,5,80,100,264.0,150.0
100,5,85,75,258.0,127.0
100,5,90,50,249.0,111.0
100,5,95,25,231.0,210.0
100,5,99,5,225.0,113.0
100,8,0,800,423.0,171.0
100,8,20,640,454.0,264.5
100,8,40,480,409.0,168.0
100,8,50,400,377.0,259.0
100,8,75,200,305.0,188.0
100,8,80,160,290.0,191.0
100,8,85,120,268.0,240.0
100,8,90,80,260.0,262.0
100,8,95,40,237.0,218.0
100,8,99,8,227.5,265.5
100,10,0,1000,604.0,432.5
100,10,20,800,520.0,362.0
100,10,40,600,466.5,205.0
100,10,50,500,458.0,224.0
100,10,75,250,332.0,424.5
100,10,80,200,308.0,247.0
100,10,85,150,292.0,312.0
100,10,90,100,267.0,273.0
100,10,95,50,241.5,260.5
100,10,99,10,224.0,266.0
100,16,0,1600,584.0,539.0
100,16,20,1280,600.0,359.5
100,16,40,960,571.0,472.0
100,16,50,800,529.0,422.5
100,16,75,400,378.0,413.5
100,16,80,320,351.0,409.5
100,16,85,240,337.0,425.5
100,16,90,160,284.0,512.0
100,16,95,80,253.0,478.0
100,16,99,16,229.0,385.0
100,20,0,2000,766.5,568.5
100,20,20,1600,669.0,420.0
100,20,40,1200,621.0,420.0
100,20,50,1000,573.0,420.0
100,20,75,500,479.0,583.0
100,20,80,400,385.0,610.5
100,20,85,300,349.0,417.5
100,20,90,200,304.0,440.0
100,20,95,100,262.0,455.0
100,20,99,20,228.0,529.0
100,25,0,2500,966.5,512.0
100,25,20,2000,800.0,721.0
100,25,40,1500,640.0,672.5
100,25,50,1250,604.0,490.0
100,25,75,625,488.0,509.0
100,25,80,500,464.0,504.0
100,25,85,375,376.0,507.0
100,25,90,250,332.0,515.0
100,25,95,125,275.0,498.0
100,25,99,25,234.0,496.5
100,40,0,4000,1323.0,764.0
100,40,20,3200,1079.0,765.0
100,40,40,2400,876.0,1055.0
100,40,50,2000,807.0,762.0
100,40,75,1000,570.0,767.5
100,40,80,800,538.5,969.5
100,40,85,600,489.0,876.0
100,40,90,400,380.0,880.0
100,40,95,200,311.0,1041.0
100,40,99,40,240.0,761.0
100,50,0,5000,1651.0,1219.5
100,50,20,4000,1370.5,905.0
100,50,40,3000,1010.5,890.0
100,50,50,2500,898.5,902.0
100,50,75,1250,596.0,1168.0
100,50,80,1000,568.0,908.0
100,50,85,750,522.0,896.0
100,50,90,500,479.0,918.0
100,50,95,250,335.0,1204.0
100,50,99,50,241.0,1235.0
100,80,0,8000,2410.5,1507.0
100,80,20,6400,2069.5,1168.0
100,80,40,4800,1661.0,1170.0
100,80,50,4000,1393.0,1440.0
100,80,75,2000,816.5,1488.5
100,80,80,1600,670.0,1288.5
100,80,85,1200,610.0,1182.0
100,80,90,800,531.5,1178.0
100,80,95,400,382.0,1177.0
100,80,99,80,255.0,1306.5
100,100,0,10000,2663.0,1771.0
100,100,20,8000,2380.5,1357.5
100,100,40,6000,1862.0,1697.0
100,100,50,5000,1643.0,1713.0
100,100,75,2500,916.0,1371.5
100,100,80,2000,803.0,1701.0
100,100,85,1500,656.0,1766.0
100,100,90,1000,571.0,1774.0
100,100,95,500,479.0,1371.0
100,100,99,100,262.5,1781.5
100,125,0,12500,3569.5,1566.0
100,125,20,10000,2895.5,1564.0
100,125,40,7500,2330.5,1595.0
100,125,50,6250,1940.5,1583.0
100,125,75,3125,1065.0,1569.0
100,125,80,2500,912.0,1572.0
100,125,85,1875,758.0,1556.5
100,125,90,1250,613.5,1602.0
100,125,95,625,486.0,1569.0
100,125,99,125,276.0,1565.5
100,200,0,20000,5276.5,2406.5
100,200,20,16000,4510.0,2233.0
100,200,40,12000,3473.0,2880.0
100,200,50,10000,2882.5,2254.5
100,200,75,5000,1634.0,2227.0
100,200,80,4000,1403.0,2204.0
100,200,85,3000,1075.5,2764.0
100,200,90,2000,778.0,2760.5
100,200,95,1000,573.0,2231.0
100,200,99,200,306.0,2863.5
100,250,0,25000,6685.5,2622.5
100,250,20,20000,5545.0,2623.5
100,250,40,15000,4284.0,2614.0
100,250,50,12500,3620.5,2685.5
100,250,75,6250,1925.0,2690.0
100,250,80,5000,1694.0,2620.5
100,250,85,3750,1318.5,3177.0
100,250,90,2500,910.0,2683.0
100,250,95,1250,611.0,2688.0
100,250,99,250,335.0,2680.5
100,400,0,40000,10708.5,3840.0
100,400,20,32000,8531.5,4524.0
100,400,40,24000,6693.5,3901.0
100,400,50,20000,5503.0,4701.5
100,400,75,10000,2917.0,4686.0
100,400,80,8000,2370.5,3887.5
100,400,85,6000,1864.5,4675.0
100,400,90,4000,1403.0,4544.5
100,400,95,2000,793.5,3885.5
100,400,99,400,380.0,3899.5
100,500,0,50000,12951.0,5743.5
100,500,20,40000,10555.0,4757.0
100,500,40,30000,8037.5,4721.0
100,500,50,25000,6795.0,5722.0
100,500,75,12500,3572.5,4988.0
100,500,80,10000,2958.5,5720.0
100,500,85,7500,2260.5,4738.0
100,500,90,5000,1836.0,4845.0
100,500,95,2500,958.0,4738.5
100,500,99,500,461.5,4740.0
100,625,0,62500,16348.0,5816.5
100,625,20,50000,13070.5,5809.5
100,625,40,37500,10018.0,5808.5
100,625,50,31250,8305.5,5777.5
100,625,75,15625,4463.0,5792.5
100,625,80,12500,3573.5,5793.5
100,625,85,9375,2806.5,5827.0
100,625,90,6250,1890.5,5840.0
100,625,95,3125,1175.5,5843.0
100,625,99,625,486.0,5795.0
100,1000,0,100000,20681.0,8790.5
100,1000,20,80000,20660.0,8755.0
100,1000,40,60000,15790.0,8938.5
100,1000,50,50000,13261.0,8761.0
100,1000,75,25000,6824.0,8740.5
100,1000,80,20000,5609.0,8737.5
100,1000,85,15000,4263.0,8793.5
100,1000,90,10000,2879.0,8799.5
100,1000,95,5000,1604.5,8750.5
100,1000,99,1000,572.0,8756.0
100,1250,0,125000,32559.0,10781.5
100,1250,20,100000,25957.5,11217.0
100,1250,40,75000,19406.0,10802.5
100,1250,50,62500,16259.0,11253.0
100,1250,75,31250,8567.5,10804.5
100,1250,80,25000,6895.0,11081.5
100,1250,85,18750,5245.5,10810.0
100,1250,90,12500,3588.0,10812.5
100,1250,95,6250,1948.0,10839.5
100,1250,99,1250,601.0,11082.5
100,2000,0,200000,60262.5,20614.5
100,2000,20,160000,43783.5,18889.5
100,2000,40,120000,31241.0,21353.5
100,2000,50,100000,25817.0,19418.5
100,2000,75,50000,13261.5,21690.5
100,2000,80,40000,10552.0,18935.5
100,2000,85,30000,8034.0,19590.0
100,2000,90,20000,5581.0,18868.5
100,2000,95,10000,2979.0,19959.0
100,2000,99,2000,843.0,19144.0
100,2500,0,250000,85416.5,33534.0
100,2500,20,200000,61459.0,33889.5
100,2500,40,150000,40255.5,34848.0
100,2500,50,125000,31870.5,33773.5
100,2500,75,62500,16287.0,32107.0
100,2500,80,50000,13135.5,32094.5
100,2500,85,37500,10044.0,34926.5
100,2500,90,25000,7058.0,33311.5
100,2500,95,12500,3654.0,31881.0
100,2500,99,2500,919.0,35155.5
100,5000,0,500000,184069.0,117899.5
100,5000,20,400000,149286.0,117474.5
100,5000,40,300000,114582.0,117725.5
100,5000,50,250000,98213.5,117255.5
100,5000,75,125000,40293.5,117664.5
100,5000,80,100000,28572.0,116746.5
100,5000,85,75000,21535.5,117500.0
100,5000,90,50000,14545.0,117895.5
100,5000,95,25000,7500.0,116679.0
100,5000,99,5000,1789.5,116679.5
125,1,0,125,297.0,63.0
125,1,20,100,277.0,225.0
125,1,40,75,276.0,66.0
125,1,50,62,264.0,221.0
125,1,75,31,246.0,226.5
125,1,80,25,244.0,47.0
125,1,85,18,240.0,71.5
125,1,90,12,240.5,220.5
125,1,95,6,255.0,201.0
125,1,99,1,245.0,68.0
125,2,0,250,354.0,143.0
125,2,20,200,320.0,134.0
125,2,40,150,299.0,106.0
125,2,50,125,290.0,98.0
125,2,75,62,260.0,91.0
125,2,80,50,257.0,154.0
125,2,85,37,249.0,103.5
125,2,90,25,241.5,127.0
125,2,95,12,237.0,95.0
125,2,99,2,232.0,114.0
125,4,0,500,445.0,114.0
125,4,20,400,400.0,186.0
125,4,40,300,360.0,166.5
125,4,50,250,339.0,168.0
125,4,75,125,288.0,218.0
125,4,80,100,276.5,136.5
125,4,85,75,272.5,262.0
125,4,90,50,256.0,168.0
125,4,95,25,248.0,187.0
125,4,99,5,236.0,191.0
125,5,0,625,537.0,229.0
125,5,20,500,445.0,240.0
125,5,40,375,404.0,183.0
125,5,50,312,367.0,170.5
125,5,75,156,302.0,188.0
125,5,80,125,290.5,156.0
125,5,85,93,275.5,178.0
125,5,90,62,259.0,164.0
125,5,95,31,244.5,167.0
125,5,99,6,234.0,172.0
125,8,0,1000,492.0,267.0
125,8,20,800,540.5,218.0
125,8,40,600,471.5,253.5
125,8,50,500,432.0,220.5
125,8,75,250,344.0,210.0
125,8,80,200,314.0,234.0
125,8,85,150,305.5,422.0
125,8,90,100,273.0,359.0
125,8,95,50,260.0,303.0
125,8,99,10,242.5,301.0
125,10,0,1250,706.0,279.0
125,10,20,1000,599.0,253.0
125,10,40,750,549.0,281.0
125,10,50,625,536.0,329.5
125,10,75,312,365.0,295.0
125,10,80,250,341.0,276.5
125,10,85,187,313.0,344.0
125,10,90,125,286.0,268.0
125,10,95,62,261.0,341.5
125,10,99,12,240.0,252.0
125,16,0,2000,674.0,631.5
125,16,20,1600,706.5,424.5
125,16,40,1200,662.0,449.0
125,16,50,1000,599.0,444.0
125,16,75,500,432.0,427.0
125,16,80,400,396.0,431.5
125,16,85,300,369.0,442.5
125,16,90,200,316.0,421.0
125,16,95,100,279.0,426.5
125,16,99,20,243.0,420.0
125,20,0,2500,941.5,503.0
125,20,20,2000,819.5,535.0
125,20,40,1500,696.5,505.0
125,20,50,1250,666.0,496.0
125,20,75,625,545.0,716.0
125,20,80,500,431.0,507.0
125,20,85,375,398.0,499.0
125,20,90,250,350.0,655.5
125,20,95,125,288.0,507.0
125,20,99,25,250.0,564.0
125,25,0,3125,1195.0,625.5
125,25,20,2500,923.0,608.0
125,25,40,1875,779.5,594.0
125,25,50,1562,711.0,593.0
125,25,75,781,551.0,652.5
125,25,80,625,544.0,608.0
125,25,85,468,424.0,593.0
125,25,90,312,360.0,609.0
125,25,95,156,310.0,593.0
125,25,99,31,248.0,596.0
125,40,0,5000,1358.0,909.5
125,40,20,4000,1422.5,1176.0
125,40,40,3000,1092.5,1204.0
125,40,50,2500,935.0,908.5
125,40,75,1250,648.0,914.0
125,40,80,1000,598.0,909.5
125,40,85,750,554.0,1177.0
125,40,90,500,442.0,901.0
125,40,95,250,349.0,1172.0
125,40,99,50,259.0,917.0
125,50,0,6250,2180.5,1228.5
125,50,20,5000,1660.0,1040.0
125,50,40,3750,1341.0,1370.5
125,50,50,3125,1113.0,1299.0
125,50,75,1562,709.0,1024.0
125,50,80,1250,653.0,1403.0
125,50,85,937,588.0,1062.0
125,50,90,625,548.0,1033.0
125,50,95,312,369.0,1033.0
125,50,99,62,257.0,1033.5
125,80,0,10000,2762.5,1361.0
125,80,20,8000,2420.0,1676.0
125,80,40,6000,1999.0,1809.0
125,80,50,5000,1641.0,1351.0
125,80,75,2500,928.0,1392.0
125,80,80,2000,838.5,1347.5
125,80,85,1500,691.0,1829.0
125,80,90,1000,606.0,1376.5
125,80,95,500,431.0,1349.0
125,80,99,100,285.0,1370.0
125,100,0,12500,3584.0,1564.0
125,100,20,10000,2915.5,1988.5
125,100,40,7500,2276.5,1568.5
125,100,50,6250,1974.5,2014.0
125,100,75,3125,1130.5,1568.0
125,100,80,2500,958.0,2000.5
125,100,85,1875,823.5,1578.0
125,100,90,1250,657.0,1595.0
125,100,95,625,551.0,1605.0
125,100,99,125,286.0,1706.0
125,125,0,15625,4383.0,1825.0
125,125,20,12500,3554.0,1844.0
125,125,40,9375,2771.5,1829.5
125,125,50,7812,2518.0,1828.0
125,125,75,3906,1387.0,1824.5
125,125,80,3125,1143.5,1838.5
125,125,85,2343,899.0,1845.0
125,125,90,1562,717.0,1783.5
125,125,95,781,568.5,1856.0
125,125,99,156,299.0,1806.0
125,200,0,25000,6979.0,2612.0
125,200,20,20000,5584.5,2604.5
125,200,40,15000,4301.5,2597.5
125,200,50,12500,3659.5,2968.0
125,200,75,6250,2012.5,3084.5
125,200,80,5000,1725.0,2598.5
125,200,85,3750,1363.0,2679.5
125,200,90,2500,944.0,2650.5
125,200,95,1250,648.0,2766.5
125,200,99,250,352.0,3094.0
125,250,0,31250,8154.5,3292.5
125,250,20,25000,6841.5,3136.0
125,250,40,18750,5280.0,3710.5
125,250,50,15625,4489.0,3113.0
125,250,75,7812,2344.0,3113.5
125,250,80,6250,1963.5,3810.5
125,250,85,4687,1568.0,3032.0
125,250,90,3125,1163.0,3086.5
125,250,95,1562,716.0,3066.5
125,250,99,312,380.0,3662.5
125,400,0,50000,10487.5,5468.5
125,400,20,40000,10536.5,4558.5
125,400,40,30000,8273.0,4663.0
125,400,50,25000,6940.5,4801.5
125,400,75,12500,3602.0,4643.5
125,400,80,10000,2920.0,4542.5
125,400,85,7500,2578.5,5444.5
125,400,90,5000,1844.5,4565.0
125,400,95,2500,975.0,4567.5
125,400,99,500,440.0,5251.0
125,500,0,62500,16143.0,5857.0
125,500,20,50000,13167.0,5687.0
125,500,40,37500,10026.5,5658.0
125,500,50,31250,8331.5,5658.5
125,500,75,15625,4504.0,5564.0
125,500,80,12500,3623.0,5651.0
125,500,85,9375,2759.5,5572.5
125,500,90,6250,1943.5,5563.0
125,500,95,3125,1225.5,5543.5
