dim1,dim2,perc_zeros,nnz,CSR_time,sable_time
125,500,99,625,551.0,5681.5
125,625,0,78125,20305.5,6964.0
125,625,20,62500,16226.0,6832.0
125,625,40,46875,12392.0,6798.0
125,625,50,39062,10468.5,6965.0
125,625,75,19531,5432.5,6784.5
125,625,80,15625,4451.0,6983.0
125,625,85,11718,3351.0,6955.0
125,625,90,7812,2313.0,6927.0
125,625,95,3906,1407.5,6916.5
125,625,99,781,566.5,6977.0
125,1000,0,125000,30995.5,10569.5
125,1000,20,100000,25947.5,10585.0
125,1000,40,75000,19418.5,10629.5
125,1000,50,62500,16396.5,11146.0
125,1000,75,31250,8454.5,10620.0
125,1000,80,25000,7012.5,10252.0
125,1000,85,18750,5322.0,10379.0
125,1000,90,12500,3678.0,10865.0
125,1000,95,6250,1925.5,11088.5
125,1000,99,1250,662.5,10631.5
125,1250,0,156250,42073.0,13808.5
125,1250,20,125000,32719.0,13298.5
125,1250,40,93750,24368.5,13054.5
125,1250,50,78125,20328.5,13692.5
125,1250,75,39062,10426.5,13339.0
125,1250,80,31250,8419.5,13039.5
125,1250,85,23437,6564.0,13582.5
125,1250,90,15625,4498.5,13147.0
125,1250,95,7812,2622.0,12814.0
125,1250,99,1562,731.0,14348.0
125,2000,0,250000,86559.5,30457.0
125,2000,20,200000,61992.0,32081.0
125,2000,40,150000,40224.0,33365.5
125,2000,50,125000,32276.0,32622.5
125,2000,75,62500,16518.5,33934.0
125,2000,80,50000,13197.5,31959.0
125,2000,85,37500,9998.0,32326.5
125,2000,90,25000,6916.0,33481.5
125,2000,95,12500,3650.5,33089.0
125,2000,99,2500,1089.0,34850.0
125,2500,0,312500,112329.0,57580.5
125,2500,20,250000,86628.0,57187.0
125,2500,40,187500,55927.0,58698.0
125,2500,50,156250,42428.0,56409.0
125,2500,75,78125,20445.0,55936.5
125,2500,80,62500,16425.0,55590.0
125,2500,85,46875,12421.5,55739.5
125,2500,90,31250,8400.5,54689.0
125,2500,95,15625,4531.0,55642.5
125,2500,99,3125,1298.0,55705.5
125,5000,0,625000,235040.5,149514.5
125,5000,20,500000,189527.0,149299.0
125,5000,40,375000,144983.5,149216.5
125,5000,50,312500,121997.0,149231.5
125,5000,75,156250,50958.5,149305.0
125,5000,80,125000,36546.0,149426.0
125,5000,85,93750,26727.5,149824.0
125,5000,90,62500,17930.5,149655.5
125,5000,95,31250,9201.5,149553.0
125,5000,99,6250,2179.5,149652.5
200,1,0,200,381.5,96.0
200,1,20,160,348.0,137.0
200,1,40,120,337.0,133.5
200,1,50,100,318.0,84.0
200,1,75,50,293.5,101.0
200,1,80,40,290.0,65.0
200,1,85,30,283.0,90.5
200,1,90,20,281.5,88.0
200,1,95,10,279.0,90.0
200,1,99,2,277.0,87.0
200,2,0,400,464.0,126.0
200,2,20,320,415.0,127.0
200,2,40,240,371.5,114.0
200,2,50,200,362.0,125.0
200,2,75,100,316.0,156.0
200,2,80,80,308.0,123.0
200,2,85,60,297.0,125.0
200,2,90,40,291.0,157.0
200,2,95,20,282.0,124.0
200,2,99,4,279.0,156.0
200,4,0,800,610.0,214.0
200,4,20,640,533.0,183.0
200,4,40,480,478.0,184.0
200,4,50,400,441.0,215.0
200,4,75,200,360.5,183.0
200,4,80,160,344.0,186.0
200,4,85,120,324.0,212.5
200,4,90,80,305.0,214.5
200,4,95,40,288.5,216.0
200,4,99,8,280.0,266.0
200,5,0,1000,738.5,272.0
200,5,20,800,595.0,242.0
200,5,40,600,521.0,241.0
200,5,50,500,502.0,242.0
200,5,75,250,380.0,274.5
200,5,80,200,361.0,272.0
200,5,85,150,340.0,243.0
200,5,90,100,314.5,241.0
200,5,95,50,289.5,272.0
200,5,99,10,280.0,266.0
200,8,0,1600,684.0,497.5
200,8,20,1280,730.0,544.0
200,8,40,960,658.0,517.0
200,8,50,800,599.0,366.5
200,8,75,400,447.5,495.5
200,8,80,320,408.0,543.0
200,8,85,240,381.0,500.0
200,8,90,160,340.0,562.5
200,8,95,80,312.0,587.0
200,8,99,16,280.0,520.0
200,10,0,2000,1025.5,486.0
200,10,20,1600,871.0,517.0
200,10,40,1200,744.0,585.0
200,10,50,1000,747.0,607.0
200,10,75,500,496.0,629.0
200,10,80,400,460.0,580.5
200,10,85,300,409.0,410.0
200,10,90,200,366.0,523.0
200,10,95,100,333.5,412.0
200,10,99,20,282.5,586.0
200,16,0,3200,1095.5,770.0
200,16,20,2560,1035.5,727.0
200,16,40,1920,965.0,606.5
200,16,50,1600,882.0,646.0
200,16,75,800,595.0,870.0
200,16,80,640,540.0,835.0
200,16,85,480,482.0,806.0
200,16,90,320,420.0,844.0
200,16,95,160,344.0,836.0
200,16,99,32,285.0,825.0
200,20,0,4000,1389.5,734.5
200,20,20,3200,1263.5,1028.0
200,20,40,2400,1025.0,938.0
200,20,50,2000,960.0,950.0
200,20,75,1000,750.0,952.0
200,20,80,800,599.0,992.0
200,20,85,600,537.0,760.0
200,20,90,400,468.0,942.0
200,20,95,200,368.0,1075.5
200,20,99,40,291.0,998.0
200,25,0,5000,1940.5,811.0
200,25,20,4000,1453.5,846.5
200,25,40,3000,1205.5,818.0
200,25,50,2500,1038.5,818.0
200,25,75,1250,780.5,869.0
200,25,80,1000,764.0,814.5
200,25,85,750,579.0,833.0
200,25,90,500,496.0,830.0
200,25,95,250,387.0,855.5
200,25,99,50,292.0,804.5
200,40,0,8000,2280.5,1299.0
200,40,20,6400,2070.5,1352.0
200,40,40,4800,1698.5,1135.0
200,40,50,4000,1492.5,1397.5
200,40,75,2000,967.5,1352.0
200,40,80,1600,886.0,1349.0
200,40,85,1200,800.0,1303.0
200,40,90,800,601.0,1420.0
200,40,95,400,474.0,1345.5
200,40,99,80,309.5,1299.0
200,50,0,10000,2922.0,1713.0
200,50,20,8000,2498.5,1845.5
200,50,40,6000,1960.5,1841.5
200,50,50,5000,1743.5,1711.5
200,50,75,2500,1044.5,1842.5
200,50,80,2000,953.0,1774.0
200,50,85,1500,848.0,1699.0
200,50,90,1000,754.5,1779.5
200,50,95,500,494.0,1381.5
200,50,99,100,314.0,1351.5
200,80,0,16000,4606.5,2559.0
200,80,20,12800,3745.0,2126.5
200,80,40,9600,2897.5,2602.0
200,80,50,8000,2524.5,2291.0
200,80,75,4000,1475.5,2556.0
200,80,80,3200,1284.0,2506.5
200,80,85,2400,1039.0,2502.0
200,80,90,1600,873.0,2457.5
200,80,95,800,595.0,2595.0
200,80,99,160,346.0,2442.0
200,100,0,20000,5596.0,2883.0
200,100,20,16000,4522.5,2443.5
200,100,40,12000,3525.5,2682.5
200,100,50,10000,2989.0,3126.5
200,100,75,5000,1850.0,2848.0
200,100,80,4000,1582.0,2830.5
200,100,85,3000,1238.0,2904.5
200,100,90,2000,964.0,3061.0
200,100,95,1000,756.5,2951.0
200,100,99,200,371.0,2967.5
200,125,0,25000,6902.5,2932.0
200,125,20,20000,5536.5,2939.5
200,125,40,15000,4280.5,2909.0
200,125,50,12500,3657.5,2943.5
200,125,75,6250,2045.0,2952.0
200,125,80,5000,1736.0,2851.0
200,125,85,3750,1471.0,2924.0
200,125,90,2500,1061.5,2932.0
200,125,95,1250,801.0,2964.0
200,125,99,250,381.0,2976.0
200,200,0,40000,10794.5,4342.0
200,200,20,32000,8887.0,5207.5
200,200,40,24000,6766.0,5260.5
200,200,50,20000,5729.5,5262.0
200,200,75,10000,2997.5,5479.0
200,200,80,8000,2475.0,5070.5
200,200,85,6000,1969.0,5036.0
200,200,90,4000,1556.0,5085.0
200,200,95,2000,962.0,5092.5
200,200,99,400,456.5,4586.0
200,250,0,50000,12855.5,5529.5
200,250,20,40000,10742.5,5520.5
200,250,40,30000,8357.0,5504.5
200,250,50,25000,7067.5,5411.0
200,250,75,12500,3642.5,6487.5
200,250,80,10000,2997.0,5521.5
200,250,85,7500,2355.0,6199.0
200,250,90,5000,1742.0,5443.0
200,250,95,2500,1077.0,5481.0
200,250,99,500,500.0,5713.0
200,400,0,80000,21591.5,9465.5
200,400,20,64000,16740.5,8555.0
200,400,40,48000,12810.5,8639.5
200,400,50,40000,10771.0,8822.5
200,400,75,20000,5596.5,8542.0
200,400,80,16000,4505.0,8484.0
200,400,85,12000,3508.5,8608.0
200,400,90,8000,2631.0,8472.0
200,400,95,4000,1480.5,8852.5
200,400,99,800,595.0,8558.5
200,500,0,100000,23641.0,10918.0
200,500,20,80000,21003.5,10185.5
200,500,40,60000,15941.5,10356.5
200,500,50,50000,13196.0,10155.5
200,500,75,25000,7030.0,10132.5
200,500,80,20000,5691.0,10105.5
200,500,85,15000,4232.5,10084.0
200,500,90,10000,2993.5,10118.5
200,500,95,5000,1732.5,10158.0
200,500,99,1000,745.0,10166.0
200,625,0,125000,32647.0,12394.5
200,625,20,100000,25883.0,12767.0
200,625,40,75000,19636.0,12399.5
200,625,50,62500,16623.5,12669.5
200,625,75,31250,8493.5,12463.5
200,625,80,25000,6991.5,12490.5
200,625,85,18750,5242.5,12565.0
200,625,90,12500,3632.0,12654.0
200,625,95,6250,2308.5,12441.0
200,625,99,1250,817.0,12603.0
200,1000,0,200000,61038.0,22594.0
200,1000,20,160000,44172.5,23155.5
200,1000,40,120000,32150.0,22086.0
200,1000,50,100000,26044.5,23178.0
200,1000,75,50000,13344.0,23346.5
200,1000,80,40000,10726.0,22449.5
200,1000,85,30000,8193.0,21378.0
200,1000,90,20000,5568.0,22575.0
200,1000,95,10000,2981.5,21473.0
200,1000,99,2000,995.0,20853.5
200,1250,0,250000,86310.5,35187.0
200,1250,20,200000,62020.5,34575.0
200,1250,40,150000,41240.5,35481.5
200,1250,50,125000,33798.0,34075.5
200,1250,75,62500,16445.5,34143.0
200,1250,80,50000,13381.0,34490.5
200,1250,85,37500,10149.5,33795.5
200,1250,90,25000,7079.0,34217.5
200,1250,95,12500,3644.5,33570.0
200,1250,99,2500,1076.0,34964.0
200,2000,0,400000,145099.0,90701.0
200,2000,20,320000,116281.0,89901.0
200,2000,40,240000,80927.5,88837.0
200,2000,50,200000,61920.0,91041.0
200,2000,75,100000,26559.0,88936.0
200,2000,80,80000,20982.5,90265.5
200,2000,85,60000,15986.5,90958.5
200,2000,90,40000,10806.0,89186.5
200,2000,95,20000,5605.5,91461.5
200,2000,99,4000,1496.0,89035.0
200,2500,0,500000,180009.0,119701.0
200,2500,20,400000,146106.5,120121.5
200,2500,40,300000,107568.5,119710.5
200,2500,50,250000,87166.5,120453.5
200,2500,75,125000,33354.0,119865.0
200,2500,80,100000,27571.5,118007.0
200,2500,85,75000,19867.5,120626.0
200,2500,90,50000,13420.5,120289.5
200,2500,95,25000,7085.5,120025.0
200,2500,99,5000,1856.0,120279.5
200,5000,40,600000,227944.5,243341.5
200,5000,50,500000,194701.5,243105.0
200,5000,75,250000,96059.0,243067.5
200,5000,80,200000,65815.0,243141.5
200,5000,85,150000,44702.0,243123.5
200,5000,90,100000,29113.0,243013.5
200,5000,95,50000,14442.5,244031.0
200,5000,99,10000,3363.5,243724.5
250,1,0,250,429.0,243.0
250,1,20,200,400.0,179.0
250,1,40,150,372.0,302.5
250,1,50,125,357.0,164.0
250,1,75,62,326.0,199.5
250,1,80,50,321.5,172.5
250,1,85,37,319.5,108.5
250,1,90,25,309.0,171.0
250,1,95,12,305.0,161.0
250,1,99,2,308.0,172.0
250,2,0,500,533.0,166.0
250,2,20,400,476.0,176.5
250,2,40,300,431.0,225.5
250,2,50,250,413.5,219.0
250,2,75,125,356.0,161.5
250,2,80,100,374.5,260.0
250,2,85,75,328.0,299.0
250,2,90,50,319.5,203.0
250,2,95,25,309.0,251.0
250,2,99,5,310.0,189.0
250,4,0,1000,716.0,272.5
250,4,20,800,641.0,274.0
250,4,40,600,560.0,234.5
250,4,50,500,508.0,335.0
250,4,75,250,415.0,238.0
250,4,80,200,390.0,303.0
250,4,85,150,369.5,263.0
250,4,90,100,345.0,234.0
250,4,95,50,317.0,301.5
250,4,99,10,307.0,335.0
250,5,0,1250,893.0,377.0
250,5,20,1000,711.0,385.0
250,5,40,750,618.0,360.5
250,5,50,625,583.0,415.5
250,5,75,312,438.0,432.0
250,5,80,250,418.0,362.0
250,5,85,187,383.0,341.0
250,5,90,125,356.0,357.0
250,5,95,62,329.0,355.0
250,5,99,12,311.0,380.0
250,8,0,2000,851.0,659.0
250,8,20,1600,876.0,601.5
250,8,40,1200,785.0,622.5
250,8,50,1000,721.0,440.0
250,8,75,500,543.0,464.0
250,8,80,400,471.5,603.0
250,8,85,300,444.5,483.5
250,8,90,200,396.0,423.5
250,8,95,100,348.0,470.0
250,8,99,20,305.0,571.0
250,10,0,2500,1262.5,496.5
250,10,20,2000,1033.0,732.0
250,10,40,1500,904.5,506.0
250,10,50,1250,888.0,757.5
250,10,75,625,571.0,670.0
250,10,80,500,519.0,513.0
250,10,85,375,473.0,756.0
250,10,90,250,413.0,670.0
250,10,95,125,358.0,767.5
250,10,99,25,312.0,748.0
250,16,0,4000,1231.5,761.0
250,16,20,3200,1302.0,996.0
250,16,40,2400,1160.5,987.0
250,16,50,2000,1010.0,735.0
250,16,75,1000,717.0,1103.0
250,16,80,800,632.0,1020.5
250,16,85,600,560.0,1009.0
250,16,90,400,472.0,709.0
250,16,95,200,389.0,1044.0
250,16,99,40,316.0,1060.0
250,20,0,5000,1685.5,817.0
250,20,20,4000,1648.5,1154.0
250,20,40,3000,1282.5,815.0
250,20,50,2500,1188.5,1178.0
250,20,75,1250,924.0,1198.5
250,20,80,1000,702.0,1098.5
250,20,85,750,623.0,842.0
250,20,90,500,538.0,863.5
250,20,95,250,420.0,1099.0
250,20,99,50,318.5,861.0
250,25,0,6250,2334.0,972.0
250,25,20,5000,1836.0,987.0
250,25,40,3750,1465.0,986.0
250,25,50,3125,1312.5,991.0
250,25,75,1562,928.0,975.0
250,25,80,1250,903.5,997.0
250,25,85,937,677.0,1022.0
250,25,90,625,581.0,1030.0
250,25,95,312,438.0,980.0
250,25,99,62,320.0,1077.0
250,40,0,10000,2773.5,1805.5
250,40,20,8000,2548.5,1388.0
250,40,40,6000,2075.0,1421.0
250,40,50,5000,1802.5,1466.0
250,40,75,2500,1176.5,1763.0
250,40,80,2000,1023.5,1308.5
250,40,85,1500,922.0,1775.0
250,40,90,1000,716.0,1398.0
250,40,95,500,522.0,1786.0
250,40,99,100,342.0,1469.0
250,50,0,12500,3604.0,2309.0
250,50,20,10000,3044.5,1909.0
250,50,40,7500,2392.5,2147.0
250,50,50,6250,2090.0,1865.5
250,50,75,3125,1330.5,1672.0
250,50,80,2500,1183.0,1709.0
250,50,85,1875,1012.0,1671.5
250,50,90,1250,912.0,1801.0
250,50,95,625,595.0,2000.5
250,50,99,125,352.0,1721.0
250,80,0,20000,5312.0,2275.5
250,80,20,16000,4575.0,2680.0
250,80,40,12000,3597.5,3067.0
250,80,50,10000,3082.5,2626.0
250,80,75,5000,1801.0,3075.0
250,80,80,4000,1674.5,2511.5
250,80,85,3000,1290.0,3056.0
250,80,90,2000,1018.5,2469.5
250,80,95,1000,708.0,2873.0
250,80,99,200,390.0,3162.0
250,100,0,25000,6331.0,2676.5
250,100,20,20000,5611.5,2695.5
250,100,40,15000,4289.0,3010.5
250,100,50,12500,3695.5,3094.0
250,100,75,6250,2105.0,3488.0
250,100,80,5000,1820.0,3565.0
250,100,85,3750,1561.5,3648.0
250,100,90,2500,1219.5,3009.0
250,100,95,1250,909.0,3008.0
250,100,99,250,415.0,3540.0
250,125,0,31250,8527.5,3285.0
250,125,20,25000,6887.0,3712.0
250,125,40,18750,5287.0,3738.0
250,125,50,15625,4507.0,3748.0
250,125,75,7812,2838.0,3707.5
250,125,80,6250,2271.0,3766.5
250,125,85,4687,1981.0,3771.5
250,125,90,3125,1355.0,3730.0
250,125,95,1562,938.5,3743.0
250,125,99,312,441.0,3317.0
250,200,0,50000,13433.0,5820.5
250,200,20,40000,10710.0,5777.0
250,200,40,30000,8349.5,5919.5
250,200,50,25000,6864.5,5758.5
250,200,75,12500,3729.0,6761.0
250,200,80,10000,3055.0,5712.5
250,200,85,7500,2419.0,5770.0
250,200,90,5000,1792.0,5752.0
250,200,95,2500,1200.0,5785.0
250,200,99,500,542.0,6655.5
250,250,0,62500,15930.5,7058.5
250,250,20,50000,13289.0,7106.0
250,250,40,37500,10204.0,7025.0
250,250,50,31250,8568.0,7165.5
250,250,75,15625,4489.0,7027.5
250,250,80,12500,3687.0,7007.5
250,250,85,9375,2907.5,7050.5
250,250,90,6250,2127.5,7967.5
250,250,95,3125,1406.0,7052.0
250,250,99,625,588.0,7023.5
250,400,0,100000,26911.0,11004.0
250,400,20,80000,20980.0,10879.0
250,400,40,60000,15867.0,10892.5
250,400,50,50000,13355.5,10875.0
250,400,75,25000,6918.0,9378.0
250,400,80,20000,5603.0,9548.0
250,400,85,15000,4315.5,10921.5
250,400,90,10000,3065.5,9464.0
250,400,95,5000,1912.0,11008.0
250,400,99,1000,714.0,9597.0
250,500,0,125000,34670.5,13593.0
250,500,20,100000,26773.0,11657.0
250,500,40,75000,19716.5,13587.5
250,500,50,62500,16648.0,13596.0
250,500,75,31250,8454.5,13592.5
250,500,80,25000,6957.0,14142.0
250,500,85,18750,5279.5,13648.5
250,500,90,12500,3698.0,13741.0
250,500,95,6250,2116.0,11723.0
250,500,99,1250,901.0,13658.5
250,625,0,156250,43514.5,14778.5
250,625,20,125000,33883.5,16902.0
250,625,40,93750,24414.5,17232.5
250,625,50,78125,20566.5,17883.5
250,625,75,39062,10605.0,15345.0
250,625,80,31250,8541.0,17108.5
250,625,85,23437,6521.0,17218.5
250,625,90,15625,4493.0,17519.5
250,625,95,7812,2633.5,18139.0
250,625,99,1562,954.0,15126.5
250,1000,0,250000,84607.5,32415.0
250,1000,20,200000,62889.0,32134.0
250,1000,40,150000,40865.0,35237.5
250,1000,50,125000,33603.5,33323.5
250,1000,75,62500,16627.0,35386.0
250,1000,80,50000,13498.5,36003.0
250,1000,85,37500,10325.5,35686.0
250,1000,90,25000,6861.5,36639.0
250,1000,95,12500,3668.0,33844.0
250,1000,99,2500,1179.0,34068.0
250,1250,0,312500,111879.0,54398.5
250,1250,20,250000,84624.0,55744.5
250,1250,40,187500,56879.0,56233.0
250,1250,50,156250,42303.0,57517.5
250,1250,75,78125,20449.0,55044.0
250,1250,80,62500,16684.0,55950.0
250,1250,85,46875,12635.0,56669.0
250,1250,90,31250,8585.5,56783.0
250,1250,95,15625,4519.5,55259.0
250,1250,99,3125,1301.0,57653.0
250,2000,0,500000,182671.0,117851.5
250,2000,20,400000,146146.0,118819.0
250,2000,40,300000,108763.5,118282.0
250,2000,50,250000,86045.5,117887.5
250,2000,75,125000,32978.5,117910.5
250,2000,80,100000,26228.0,118778.0
250,2000,85,75000,19884.0,118670.5
250,2000,90,50000,13492.0,118602.5
250,2000,95,25000,7006.5,117953.0
250,2000,99,5000,1790.5,118605.0
250,2500,0,625000,224963.0,148876.0
250,2500,20,500000,182736.0,149359.5
250,2500,40,375000,136998.0,149632.5
250,2500,50,312500,113467.0,149084.0
250,2500,75,156250,44087.0,148939.0
250,2500,80,125000,33862.0,148927.0
250,2500,85,93750,24693.0,149682.5
250,2500,90,62500,16696.5,149668.0
250,2500,95,31250,8792.0,149395.0
250,2500,99,6250,2276.5,148996.0
400,1,0,400,576.0,174.0
400,1,20,320,529.0,161.5
400,1,40,240,496.0,260.0
400,1,50,200,474.0,253.0
400,1,75,100,424.0,327.0
400,1,80,80,412.0,163.0
400,1,85,60,398.0,340.5
400,1,90,40,395.0,166.5
400,1,95,20,400.0,181.0
400,1,99,4,396.0,164.0
400,2,0,800,748.0,309.5
400,2,20,640,659.0,247.0
400,2,40,480,594.0,250.0
400,2,50,400,553.0,247.0
400,2,75,200,474.0,249.0
400,2,80,160,453.0,249.5
400,2,85,120,430.0,311.0
400,2,90,80,411.0,309.0
400,2,95,40,397.0,271.5
400,2,99,8,392.0,249.0
400,4,0,1600,1046.5,366.0
400,4,20,1280,923.0,453.5
400,4,40,960,805.0,429.0
400,4,50,800,730.0,364.0
400,4,75,400,566.0,364.0
400,4,80,320,527.0,388.0
400,4,85,240,502.0,431.0
400,4,90,160,452.0,393.0
400,4,95,80,412.0,363.0
400,4,99,16,392.0,363.5
400,5,0,2000,1305.5,476.0
400,5,20,1600,1044.0,476.0
400,5,40,1200,917.0,475.5
400,5,50,1000,835.0,476.0
400,5,75,500,600.0,417.0
400,5,80,400,566.0,411.0
400,5,85,300,530.0,409.0
400,5,90,200,471.0,410.0
400,5,95,100,418.0,407.0
400,5,99,20,393.0,409.0
400,8,0,3200,1250.0,869.5
400,8,20,2560,1314.5,834.0
400,8,40,1920,1162.0,964.5
400,8,50,1600,1029.0,607.0
400,8,75,800,748.0,802.0
400,8,80,640,691.0,889.0
400,8,85,480,603.0,805.0
400,8,90,320,534.0,803.0
400,8,95,160,454.0,772.0
400,8,99,32,392.0,819.0
400,10,0,4000,1848.0,1029.0
400,10,20,3200,1548.5,989.5
400,10,40,2400,1346.0,989.0
400,10,50,2000,1301.5,1025.0
400,10,75,1000,855.0,978.5
400,10,80,800,744.0,986.5
400,10,85,600,666.0,1121.5
400,10,90,400,567.0,1018.0
400,10,95,200,473.5,722.0
400,10,99,40,400.0,1068.0
400,16,0,6400,2144.5,886.5
400,16,20,5120,1950.5,1160.0
400,16,40,3840,1688.5,893.0
400,16,50,3200,1598.5,1155.5
400,16,75,1600,1046.0,979.5
400,16,80,1280,910.0,1142.0
400,16,85,960,832.0,1158.0
400,16,90,640,683.0,1011.0
400,16,95,320,538.0,1268.0
400,16,99,64,401.0,914.5
400,20,0,8000,2700.0,1093.5
400,20,20,6400,2341.0,1240.5
400,20,40,4800,1886.5,1087.0
400,20,50,4000,1728.0,1252.0
400,20,75,2000,1356.5,1065.5
400,20,80,1600,1037.0,1224.0
400,20,85,1200,902.0,1229.5
400,20,90,800,767.0,1029.0
400,20,95,400,590.0,1310.0
400,20,99,80,413.0,1382.5
400,25,0,10000,3366.0,1321.5
400,25,20,8000,2745.0,1409.0
400,25,40,6000,2235.0,1328.0
400,25,50,5000,2209.0,1320.5
400,25,75,2500,1392.0,1392.5
400,25,80,2000,1337.5,1393.5
400,25,85,1500,1004.0,1399.0
400,25,90,1000,857.0,1395.5
400,25,95,500,615.0,1405.0
400,25,99,100,420.0,1334.0
400,40,0,16000,4597.5,2379.0
400,40,20,12800,3912.0,2381.0
400,40,40,9600,3131.0,2479.0
400,40,50,8000,2771.0,1931.5
400,40,75,4000,1934.5,2392.5
400,40,80,3200,1623.5,2474.5
400,40,85,2400,1369.0,2597.5
400,40,90,1600,1031.0,2329.0
400,40,95,800,773.0,2472.0
400,40,99,160,455.0,2407.5
400,50,0,20000,5598.0,2756.0
400,50,20,16000,4743.0,2841.0
400,50,40,12000,3735.5,2443.0
400,50,50,10000,3219.0,2863.5
400,50,75,5000,1963.0,2688.0
400,50,80,4000,1755.0,2968.0
400,50,85,3000,1516.5,2792.5
400,50,90,2000,1341.5,2994.0
400,50,95,1000,855.0,3084.0
400,50,99,200,480.0,2331.0
400,80,0,32000,8981.0,3532.5
400,80,20,25600,7197.5,3804.0
400,80,40,19200,5545.0,4040.0
400,80,50,16000,4754.0,3647.5
400,80,75,8000,2752.0,4002.0
400,80,80,6400,2391.0,3706.5
400,80,85,4800,1926.0,4174.5
400,80,90,3200,1607.5,3473.5
400,80,95,1600,1048.0,3581.0
400,80,99,320,537.0,4210.5
400,100,0,40000,10706.0,5016.5
400,100,20,32000,8868.0,4297.5
400,100,40,24000,6822.5,5095.0
400,100,50,20000,5736.0,4538.5
400,100,75,10000,3221.5,5230.0
400,100,80,8000,2750.5,5124.0
400,100,85,6000,2242.0,4225.0
400,100,90,4000,1720.5,4488.0
400,100,95,2000,1345.0,5142.5
400,100,99,400,583.0,4290.0
400,125,0,50000,13285.0,5281.0
400,125,20,40000,10969.0,5259.0
400,125,40,30000,8358.0,5216.5
400,125,50,25000,7079.0,5213.5
400,125,75,12500,3857.0,5288.0
400,125,80,10000,3248.0,5196.0
400,125,85,7500,2650.0,5276.5
400,125,90,5000,1971.0,5203.5
400,125,95,2500,1420.0,5211.0
400,125,99,500,618.0,5180.0
400,200,0,80000,21364.0,9078.5
400,200,20,64000,17185.5,8280.5
400,200,40,48000,13044.5,8554.5
400,200,50,40000,11034.5,8368.5
400,200,75,20000,5770.0,8302.0
400,200,80,16000,4728.5,8331.0
400,200,85,12000,3714.5,9172.0
400,200,90,8000,2756.0,7972.0
400,200,95,4000,1717.0,8293.0
400,200,99,800,783.5,9169.5
400,250,0,100000,25379.5,10301.5
400,250,20,80000,21394.0,10092.0
400,250,40,60000,16228.5,10093.5
400,250,50,50000,13528.0,9867.0
400,250,75,25000,7040.5,9985.5
400,250,80,20000,5781.0,9829.5
400,250,85,15000,4516.0,10034.5
400,250,90,10000,3236.5,9964.5
400,250,95,5000,1990.0,9846.5
400,250,99,1000,853.0,9790.0
400,400,0,160000,44911.5,15484.0
400,400,20,128000,34159.5,16023.5
400,400,40,96000,25902.0,16113.5
400,400,50,80000,21215.0,15647.0
400,400,75,40000,11131.0,15522.0
400,400,80,32000,8910.0,16253.5
400,400,85,24000,6781.0,16407.5
400,400,90,16000,4731.0,16174.0
400,400,95,8000,2738.0,16419.5
400,400,99,1600,1032.0,16261.0
400,500,0,200000,62981.0,24351.5
400,500,20,160000,44279.5,21500.5
400,500,40,120000,32665.0,21231.5
400,500,50,100000,26515.5,22032.0
400,500,75,50000,13592.0,22596.5
400,500,80,40000,11065.0,23135.0
400,500,85,30000,8389.5,21171.5
400,500,90,20000,5772.0,20723.0
400,500,95,10000,3235.0,22634.0
400,500,99,2000,1349.0,22042.0
400,625,0,250000,88376.0,35765.0
400,625,20,200000,62242.0,32993.5
400,625,40,150000,41678.5,36757.0
400,625,50,125000,35523.5,34511.5
400,625,75,62500,16811.0,36249.5
400,625,80,50000,13597.5,34068.0
400,625,85,37500,10416.0,33050.5
400,625,90,25000,7090.5,32689.0
400,625,95,12500,3847.0,35145.5
400,625,99,2500,1462.0,33637.5
400,1000,0,400000,143252.0,89673.5
400,1000,20,320000,115392.0,87451.5
400,1000,40,240000,81833.0,89304.5
400,1000,50,200000,62587.0,89618.5
400,1000,75,100000,26541.0,87704.0
400,1000,80,80000,21383.0,90519.0
400,1000,85,60000,16302.0,91316.0
400,1000,90,40000,11091.0,89112.0
400,1000,95,20000,5790.5,89838.0
400,1000,99,4000,1723.0,89707.0
400,1250,0,500000,181137.5,120162.5
400,1250,20,400000,145494.5,119488.0
400,1250,40,300000,109152.0,119469.0
400,1250,50,250000,85464.5,118967.0
400,1250,75,125000,34615.5,117551.5
400,1250,80,100000,26471.0,118379.0
400,1250,85,75000,20054.0,119990.5
400,1250,90,50000,13613.0,119373.5
400,1250,95,25000,7103.0,119641.0
400,1250,99,5000,1950.0,119854.0
400,2000,20,640000,234024.5,192921.0
400,2000,40,480000,176476.0,193146.0
400,2000,50,400000,145173.0,193640.5
400,2000,75,200000,62098.5,193176.5
400,2000,80,160000,45244.5,194121.0
400,2000,85,120000,32425.0,193729.0
400,2000,90,80000,21419.0,192845.5
400,2000,95,40000,11170.5,193227.5
400,2000,99,8000,2731.0,193589.5
400,2500,40,600000,218835.0,242267.0
400,2500,50,500000,184433.0,241681.5
400,2500,75,250000,86978.5,241436.5
400,2500,80,200000,63250.0,241701.0
400,2500,85,150000,40343.0,241313.0
400,2500,90,100000,26575.0,241722.0
400,2500,95,50000,13724.0,242512.5
400,2500,99,10000,3274.0,241707.0
500,1,0,500,698.0,219.5
500,1,20,400,617.0,216.0
500,1,40,300,577.5,243.5
500,1,50,250,552.0,461.0
500,1,75,125,484.5,320.0
500,1,80,100,479.0,204.5
500,1,85,75,459.0,421.5
500,1,90,50,458.0,228.5
